sentence,emotion
I think I'm about to break my own heart. (as emo as that sounds)... meh.,0
dammit i cant watch stadium music,0
Laying in bed sore and snuggeling domino... I don't wanna work out today,0
@Jo_Saunders09 haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck,0
It's raining  I can't go out to jogging... I have to do it in my house gym...,0
thought I was going to have a fun day,0
Felt one tooth without the braces bracket. I got soooo hype,0
this phyllis hyman unsung story is so SAD,0
at work with a HUGE headache,0
i feel like shit,0
@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,0
Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,0
my knees are sore after physio,0
My coffee got cold blah!,0
i lost my phone.,0
Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?,0
it is always sunny on days when i can't possible be outside.  life is out to get me,0
"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo",0
@ingek73 I'm on blip but can't get it to work on me iPhone,0
Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,0
Awww sunthings wrong w/ my ubertwitter last nite.,0
am about to sell my Medieval trading pavillion... v sad,0
Ordered a new computer! Unfortunately it won't get here until the end of June.,0
Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,0
Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,0
@godiegogo12 well atm anyway i'm only managing cos i have no musical talent ps horrible thing to say bout rove,0
@mileycyrus yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?,0
@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.,0
I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;,0
god opened the clouds and said i hate you josh,0
@autismvox for me they're not,0
"omfg, my head",0
My job sucks!!!,0
@jodywhitesides So sorry I missed it!,0
Busy day! No time to tweet  Bmore what's happening this weekend?,0
missss my friends and plav  time for a long day of work hahah,0
so so tired..,0
@judez_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,0
@ghostexecutive Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-,0
is tired and sad,0
@Yurges loadsa shizze has happend  IM SO UPSET..,0
why does my life suck?,0
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.,0
"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",0
My computer died,0
Conference call with HP.  They gave me an invalid pass code so I can't attend,0
@DaneFiori The thought of splitting the estate is depressing of course! (KIDDING!) I don't like the thought of my parents dying,0
@Flickie I'm dead bored. but also dead poor! Student life is a piss take!,0
Massive headache,0
So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!,0
oh no! I just crashed my ball pump,0
"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard",0
@brittanytastic aww  that's horrible! xD,0
OH. I am just so tired.,0
My poor phone is nekkid without its cover.,0
Well thats that then. Exam failed and bsc gone,0
"@ecorazzi Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",0
"@AnnieAreYouOhK No, it's annoying and makes us girls that follow sports and are knowledgable look dumb",0
Everything is annoying me today,0
@Alice286 lucky girl!!! I work all day tomorrow! and maybe even Monday!!,0
I need some cheering up,0
soo tired.. still kinda angry that i missed the concert,0
Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   @heather_writes,0
leaving now  off to get my angry teethed pulled....,0
@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!,0
@Nisher Yeah yeah? How the heck are you anyway? Sastch it up again this year? I had to bail out for lack of expenses,0
crying real tears,0
No launch today. Teacher changed plans and we watched a stupid move about tesla,0
my blow torch has broken  this is a REAL bummer,0
@Spiffums I wasn't near him.,0
My TI89 died. I don't know why.,0
So sad I'm going to miss seeing Pennywise again this year,0
@thejiggerjames  not the same.. Can we party tonight jig,0
Hates moving,0
"sooooo, i just dropped my phone.  don't text or tweet me, i'm currently banging my face against a spike covered poison ivy infested wall.",0
Missin my boo,0
Murray just got broken,0
"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop.",0
@roxeecruz ur linky no worky,0
listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,0
My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?,0
you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,0
@TysonDueck Too bad.,0
@thodwris RIP Michael,0
Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.,0
@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!,0
Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,0
Sun has been making me happy =] Shame about work tonight  x,0
@Nobilis I feel your pain. Mine is the same way,0
Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.,0
Wishes she had a pool,0
Soooo not feeling well and I need to get out of bed,0
"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",0
@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,0
@feltbeats That's right... kick me when I'm down.,0
@TearlessPoet hmmm really??? that's weird idk about that one  sowwy,0
@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,0
sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri,0
sick of math,0
@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.,0
@jephjacques my three most hated words are &quot;see you monday&quot;,0
extremely bored.,0
The computer at work hates me.  have to call tech support. Again...,0
I wanna be out in the sunshineeeeeee,0
"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",0
workout stunk...no headphones.,0
"headache, headache, go away. come again another day....",0
i wish my drems could come true,0
im at home....on a friday night.  but it's all good!,0
"tired and bored, watching movies while i'm home alone",0
"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",0
@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,0
i hate interviews. im going to do horrible today,0
@BrendonBudness unfortunatley it is the tooth kind of crown,0
@lexie_98 Kevin can't leave work until 2,0
Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!,0
"@RoxieDax Ten hours ago, I was was sleeping, sorry.",0
is in route 2 da' beach! No sun yet,0
Aww nobody likes the album I posted after a million attempts  Boohoo,0
"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it...",0
I really miss my phone  i cant wait till my new one comes,0
now the pic wont load up on twitter,0
@novemberlight I sometimes fail,0
@fossiloflife was being sarcy as usual,0
"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad",0
bad hair day,0
@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.,0
@sirhova I was supposed to go to philly as well....bailed out last minute,0
@Cinderell4 bad luck  oh well next time you will be more lucky...,0
"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",0
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,0
im sad about missing out on the opportunity to be in valencia's new video.,0
Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.,0
"@AliceS1 hey, I can't make it to Makers tonight",0
"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone",0
"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",0
"I wouldn't mind some sunshine and a walk. Where are you, summer??",0
@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...,0
"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",0
Finally got a call for marriage counseling 3 days late....,0
Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.,0
"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",0
"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn",0
Finally sunny days and I'm too sick to go outside and play.,0
so freaking tired.  It's like my body refuses to move.,0
I fell! I think my knee is broken  but I look fabulous,0
now my ds just died  whatta letdown!,0
"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home..",0
WALC-ers are you ready to cry? its going to be a long day of reminiscing,0
@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking,0
not long in from sunbathing and burnt,0
"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!",0
"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",0
Headache,0
@devontebrown its cuz you love me. dont make me sad,0
NOO!! XBOX got red rings of death,0
favorite shirt ruined:death by bleach  #fb,0
Missed getting my &quot;Twilight&quot; jacket @ modcloth! Man I wish I didn't have long monkey arms and could of gotten the L instead!!,0
@joaniemaloney yep  which sucks because i thought somewhere it said it was..,0
Suddenly I remember all the memories with him  ohhh please,0
Paid all my bills only to go out to the mailbox to find more of them,0
No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.,0
I think my book is gone forever... we mourn forever  SHIT!,0
is a failure,0
I misses my bed  so sleepy!,0
Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,0
Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,0
Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad.,0
"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia",0
Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing,0
"Almost fell asleep under the hair dryer  so tired, feel like I'm going to puke",0
@eightwednesday @emilyhilleren I lost that membership when I got boosted to the 3 D club.  It's lonely.,0
"wow, I didn't realized that there is a limit to the &quot;more&quot; button. That sucks... I guess two days is the max to not sign in to twitter.  !",0
i need new running shoes!! my feet are completely torn up,0
@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that,0
Young love comes to an end,0
im well bored  had a great half term and i dont wanna go back to school on monday :'( enjoying the hot weatler lo0l ;),0
Dang my own LDBF didnt give me a Follow Friday shot out,0
This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9,0
@xxxmaggie oh that sucks  I'm sorry.,0
i could tell its gonna be an angry day...,0
NW Macedonia: Few rainy days in a row.,0
I hate it when my sweetie has a bad day  http://tinyurl.com/lr22dj,0
"@verbs_n_nouns ikr? my parents take the cake tho, they don't grocery shop and they go out to eat all the time just them 2...",0
"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",0
@jmorgan0909 and I'm not getting another one ... There's only 1 alfie,0
@AC_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin' i know he doesn't want to have one.. booo..,0
I think it's unfair I have to miss the sun  all places of work should be closed an writing essays should not be allowed when it's sunny!,0
headache,0
Co-worker's last day  we are going to miss her,0
Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,0
ughhh studying for finals i wish i could go to prom,0
Sometimes I forget that boys have feelings too,0
